adjacent_lower_tolerance,adjacent_upper_tolerance,breakout_anchor_difference,detection_shift,invalidation_anchor_difference,lineage_class,lower_first_detected_index,lower_lifecycle_ordinal,lower_terminal_index,lower_tolerance,market,root_swing_identity_sha256,symbol,terminal_shift,upper_first_detected_index,upper_lifecycle_ordinal,upper_terminal_index,upper_tolerance
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,280,5,280,0.03,US,sha256:b7f4082167d90eb2d595b9a9762afe33df3fc0b4c28e35dba5cf8285ec9753a9,QTWO,0,280,6,280,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,420,6,423,0.03,US,sha256:b369e10b4496485de537d8e5cc000c89a78b1e6ec436789ff24e1cfaf100ef39,QTWO,0,420,8,423,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,569,7,578,0.03,US,sha256:1d3bfa2b7a42dbf1625beb96260a6cea931825af286cd943134ee11719885ab0,QTWO,0,569,9,578,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1107,8,1108,0.03,US,sha256:a0b99e528ff5ab20ea4b9a3e851632824e6ced95930f24f3f4fb51bf4c51b799,QTWO,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1312,9,1331,0.03,US,sha256:86376ee4e909ebac71137e3bbf45b176678cc54f93753e4f102057888322c071,QTWO,0,1312,11,1331,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:b232fb56d695cb0035dc36878d7040e17f482b6f019c9c9186e7046340ae8e50,QTWO,,70,2,76,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:8d50af5dd9f46689dee7cb1ae12c478f321d9ef29fca81f7b5fded6bcf12627a,QTWO,,206,5,217,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:204e70c91cd16a991e9c8edcb7c24b2dcbe772721d44442937165b4dc785bf66,QTWO,,329,7,330,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:1e34f0c8637d53104379e470b3c6bbcd3230a4a02ebf2e77e445ab8d8cec2bb7,QTWO,,1100,10,1101,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:fa89a1ccd6d4b821ac5cf1715c6921efbcb0b7629342439fb150c40873b6c7cd,QTWO,,1529,12,1529,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:e56bdc89af04d5bf34698f3a4bb9b957b047e9d83c6e05a6e7d0d9929be473a5,QTWO,,2341,13,2345,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,36,1,36,0.04,US,sha256:50d21538d6060b376df234c82a3bcc454ca389ead05f94daba6cbcde5ee11615,QTWO,0,36,1,36,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,70,2,76,0.04,US,sha256:b232fb56d695cb0035dc36878d7040e17f482b6f019c9c9186e7046340ae8e50,QTWO,0,70,2,76,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,120,3,121,0.04,US,sha256:66abbb8af97da61e1dffd0da9a46c576e30122e1ccb18b7ca75623c0dbb5e0ba,QTWO,0,120,3,121,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,193,4,194,0.04,US,sha256:b315489bc205e25bafc00f25a67a700dd9eb5644c3db0a3ab6dabe3760671c2b,QTWO,0,193,4,194,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,206,5,217,0.04,US,sha256:8d50af5dd9f46689dee7cb1ae12c478f321d9ef29fca81f7b5fded6bcf12627a,QTWO,0,206,5,217,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,280,6,280,0.04,US,sha256:b7f4082167d90eb2d595b9a9762afe33df3fc0b4c28e35dba5cf8285ec9753a9,QTWO,0,280,6,280,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,329,7,330,0.04,US,sha256:204e70c91cd16a991e9c8edcb7c24b2dcbe772721d44442937165b4dc785bf66,QTWO,0,329,7,330,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,420,8,423,0.04,US,sha256:b369e10b4496485de537d8e5cc000c89a78b1e6ec436789ff24e1cfaf100ef39,QTWO,0,420,8,423,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,569,9,578,0.04,US,sha256:1d3bfa2b7a42dbf1625beb96260a6cea931825af286cd943134ee11719885ab0,QTWO,0,569,9,578,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1100,10,1101,0.04,US,sha256:1e34f0c8637d53104379e470b3c6bbcd3230a4a02ebf2e77e445ab8d8cec2bb7,QTWO,0,1100,10,1101,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1312,11,1331,0.04,US,sha256:86376ee4e909ebac71137e3bbf45b176678cc54f93753e4f102057888322c071,QTWO,0,1312,11,1331,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1529,12,1529,0.04,US,sha256:fa89a1ccd6d4b821ac5cf1715c6921efbcb0b7629342439fb150c40873b6c7cd,QTWO,0,1529,12,1529,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2341,13,2345,0.04,US,sha256:e56bdc89af04d5bf34698f3a4bb9b957b047e9d83c6e05a6e7d0d9929be473a5,QTWO,0,2341,15,2345,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:8eb52049f713e8d94e21e836b9cb9f087a5a0eabb0baa71f33d9b8fa66792aab,QTWO,,1672,13,1688,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:284026145bcded07a3ca06d3c801115306db648e472bdbffd2730091eb7bf908,QTWO,,2139,14,2155,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,214,1,222,0.03,US,sha256:3a32f738402363350958887d83303000366382604f2bb86e52c8459bf989a0c1,ROST,0,214,1,222,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,320,2,331,0.03,US,sha256:d5440ba471b5577a687b6cc1efe99c7b0f6e317bfb3f196821dadb73eee797ed,ROST,0,320,2,331,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,455,3,464,0.03,US,sha256:90adf90b752aa89468128408f193c88c035594b3474b7e4d5c856d200889939e,ROST,0,455,3,464,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,663,4,672,0.03,US,sha256:7245481592d95ad853e8d145ffe88f0c2d7cd3c0635114838d5233d43d4171b2,ROST,0,663,5,672,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1540,5,1545,0.03,US,sha256:319fd503b01cf5252603888ec931bdd3346bab79ac03c37c8e0942a86b6b528a,ROST,0,1540,11,1545,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1605,6,1633,0.03,US,sha256:0c9b978973d3576df0c367acbb346baad26cbbbee0387f765c3257ac6e9663fa,ROST,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1963,7,1964,0.03,US,sha256:f5977db1bacc7dcf904dc953c9be653ac9f3052cc5741f8f7b7a13ccd9780e96,ROST,0,1963,13,1964,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2204,8,2206,0.03,US,sha256:5fb80c2ef53b2bc3259b027c7eb2a59bb25d9d33df23041b75b5b6595b89290f,ROST,0,2204,14,2206,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:999a3632a9eff245983c22a6207f137f12992ce464826009bff01d4b0982dc38,ROST,,573,4,573,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:3904729f319be58d4b04e96a845d49ada8229e9582389060ebbfb8308ec5751d,ROST,,726,6,730,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:74a49d290d14212d7450e391fc57430fe42f87e31e215eb34fc4b1537ee36fc9,ROST,,741,7,756,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:b9bb9855f460b960762ae51d1b73756a7d2de1fbaa7320a8e531403c585ec5d2,ROST,,941,8,948,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:94be10896a2ce84482bc1f88ef8a151c01dad2e9a35a3b4e0039ef972a9408ea,ROST,,1113,9,1115,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:2050283100b426ceb6ad313b762d64577a94b63b3e23b6be870ffb9848dcad84,ROST,,1165,10,1180,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:8a9a1584ddc088136651d192a2e8856ccfa5893e0afabb1536cbcf9aa9d0c5d5,ROST,,1593,12,1633,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,214,1,222,0.04,US,sha256:3a32f738402363350958887d83303000366382604f2bb86e52c8459bf989a0c1,ROST,0,214,1,222,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,320,2,331,0.04,US,sha256:d5440ba471b5577a687b6cc1efe99c7b0f6e317bfb3f196821dadb73eee797ed,ROST,0,320,2,331,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,455,3,464,0.04,US,sha256:90adf90b752aa89468128408f193c88c035594b3474b7e4d5c856d200889939e,ROST,0,455,3,464,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,573,4,573,0.04,US,sha256:999a3632a9eff245983c22a6207f137f12992ce464826009bff01d4b0982dc38,ROST,0,573,4,573,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,663,5,672,0.04,US,sha256:7245481592d95ad853e8d145ffe88f0c2d7cd3c0635114838d5233d43d4171b2,ROST,0,663,6,672,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,726,6,730,0.04,US,sha256:3904729f319be58d4b04e96a845d49ada8229e9582389060ebbfb8308ec5751d,ROST,0,726,7,730,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,741,7,756,0.04,US,sha256:74a49d290d14212d7450e391fc57430fe42f87e31e215eb34fc4b1537ee36fc9,ROST,0,741,8,756,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,941,8,948,0.04,US,sha256:b9bb9855f460b960762ae51d1b73756a7d2de1fbaa7320a8e531403c585ec5d2,ROST,0,941,9,948,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1113,9,1115,0.04,US,sha256:94be10896a2ce84482bc1f88ef8a151c01dad2e9a35a3b4e0039ef972a9408ea,ROST,0,1113,11,1115,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1165,10,1180,0.04,US,sha256:2050283100b426ceb6ad313b762d64577a94b63b3e23b6be870ffb9848dcad84,ROST,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1540,11,1545,0.04,US,sha256:319fd503b01cf5252603888ec931bdd3346bab79ac03c37c8e0942a86b6b528a,ROST,0,1540,14,1545,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1593,12,1633,0.04,US,sha256:8a9a1584ddc088136651d192a2e8856ccfa5893e0afabb1536cbcf9aa9d0c5d5,ROST,0,1593,15,1633,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1963,13,1964,0.04,US,sha256:f5977db1bacc7dcf904dc953c9be653ac9f3052cc5741f8f7b7a13ccd9780e96,ROST,0,1963,16,1964,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2204,14,2206,0.04,US,sha256:5fb80c2ef53b2bc3259b027c7eb2a59bb25d9d33df23041b75b5b6595b89290f,ROST,0,2204,17,2206,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:b93b29d1237480e7312e348ca978c8ce1a446a88466933e21e3d6a0e95044de9,ROST,,603,5,606,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:29910d64f23193c7a9025998d95bb4581360e83201008bbd5a2b9599419b2005,ROST,,969,10,970,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:2f9050f8bfe9240170bec94d4500b0ffb8a05c7ad207a3d8938ffa82f0d2bea7,ROST,,1140,12,1178,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:e142b55e805e510a774bb3b1e30c193a63460feba90218758d88bc23d3dc7271,ROST,,1455,13,1475,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,118,1,121,0.03,US,sha256:06281251da1a71e7ab235ae887adbeed34e6b8f3a54b98b6c2f2dafbfb12ee5b,STX,0,118,1,121,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,603,2,605,0.03,US,sha256:b17fc5128dd486dccde3d921f1321d1e655dbdb01dd2dd428e4a8339f0d3f75b,STX,0,603,4,605,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1062,3,1067,0.03,US,sha256:b1600b8ac838d0500a03d394a33787da11cf91196bb30f7f08e646a6f327a92b,STX,0,1062,5,1067,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:63b61cdadc87fe1c8ca1b4b087a5094d4ccc04735fc5db56e37a3ea70c28bacb,STX,,379,2,396,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:4e1741a225d91ad66591358199a1dcfdc8d6acd147c987859661b2df2f42aa90,STX,,431,3,432,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:aa2dc37ce7a60725bc6d3e029690fb492b85165c626ba8048ad816cdacd82a38,STX,,1671,6,1671,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,118,1,121,0.04,US,sha256:06281251da1a71e7ab235ae887adbeed34e6b8f3a54b98b6c2f2dafbfb12ee5b,STX,0,118,1,121,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,379,2,396,0.04,US,sha256:63b61cdadc87fe1c8ca1b4b087a5094d4ccc04735fc5db56e37a3ea70c28bacb,STX,0,379,3,396,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,431,3,432,0.04,US,sha256:4e1741a225d91ad66591358199a1dcfdc8d6acd147c987859661b2df2f42aa90,STX,0,431,4,432,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,603,4,605,0.04,US,sha256:b17fc5128dd486dccde3d921f1321d1e655dbdb01dd2dd428e4a8339f0d3f75b,STX,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1062,5,1067,0.04,US,sha256:b1600b8ac838d0500a03d394a33787da11cf91196bb30f7f08e646a6f327a92b,STX,0,1062,6,1067,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1671,6,1671,0.04,US,sha256:aa2dc37ce7a60725bc6d3e029690fb492b85165c626ba8048ad816cdacd82a38,STX,,,,,
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:cbf6f287694ca7192544fd7c41353ed56a7cce6e12f3bdc7541fcc98b92df5d4,STX,,338,2,359,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:6fde00895d22058d54518a5928a785232fd727ad931543b25f15481e76ba9828,STX,,589,5,601,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:dce32b04ec00787df995b44a362de22c7c07f6edeff4356ca70d71f464f32a3a,STX,,1486,7,1516,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:517dd671a1e01faa2f569729eb0188a42a85bae7f6beffdce9377ed93f1fb1e5,STX,,1664,8,1664,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:e9bd13c87481c1e725bb0708c23227ab7cc213f84539cf29827fd511cf1b200f,STX,,2165,9,2167,0.05
0.03,0.04,,,,CASCADE_DESCENDANT,714,1,714,0.03,US,sha256:b334cdbe5cbb89ccc9b746f0ebdfe0da1cd8b5e962f8a02ab0fd06a7b2c9b32a,TSLA,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1157,2,1157,0.03,US,sha256:5f169495388491ce2d664e50281aa7f6ad4444a903f5ada0994eca5f6b6d3490,TSLA,0,1157,4,1157,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1841,3,1841,0.03,US,sha256:b8b9fb45db44e485cf35d6b4b15b6011c8fd10768b57b4bb5291fa3ae2d043e5,TSLA,0,1841,5,1841,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:d7b354b710828e5c3258e6276bd5544a73eefd461dd3345c98f6091b9d24bd65,TSLA,,697,1,699,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:beecf77066e2809caef276920ce791dc0062938a33a2aa2c6cae3fa92388a279,TSLA,,868,2,868,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:2b047c1b2de53b77f7844e1e00723f6c3ec67d5f47782449b1caf58b838200ae,TSLA,,895,3,895,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,697,1,699,0.04,US,sha256:d7b354b710828e5c3258e6276bd5544a73eefd461dd3345c98f6091b9d24bd65,TSLA,0,697,2,699,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,868,2,868,0.04,US,sha256:beecf77066e2809caef276920ce791dc0062938a33a2aa2c6cae3fa92388a279,TSLA,0,868,3,868,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,895,3,895,0.04,US,sha256:2b047c1b2de53b77f7844e1e00723f6c3ec67d5f47782449b1caf58b838200ae,TSLA,0,895,4,895,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1157,4,1157,0.04,US,sha256:5f169495388491ce2d664e50281aa7f6ad4444a903f5ada0994eca5f6b6d3490,TSLA,0,1157,5,1157,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1841,5,1841,0.04,US,sha256:b8b9fb45db44e485cf35d6b4b15b6011c8fd10768b57b4bb5291fa3ae2d043e5,TSLA,0,1841,8,1841,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:8852ab07b0c05bb82d2fe8bcbd835f0fe64efecab889fdbca5390a2541a105a3,TSLA,,117,1,117,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:df93de67d05dbc4e15b24cf23efcae259ba377358a241f462d8f4b96d48e5c01,TSLA,,1389,6,1396,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:5202e81ecaf5fcc6d69fb12a2af1db0218374a918066b5c95cff20739891a67f,TSLA,,1444,7,1446,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,885,1,893,0.03,US,sha256:1d7c8b2df04fbf63c8e7a74a468b45e9b4bce51841fc53bb188ac9a76a3d37f7,YOU,0,885,1,893,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:6e64e3b21d0f177595c87d7a5ffe91674b2c381f77416eb0b5c12559d3b88d0b,YOU,,992,2,999,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,885,1,893,0.04,US,sha256:1d7c8b2df04fbf63c8e7a74a468b45e9b4bce51841fc53bb188ac9a76a3d37f7,YOU,0,885,2,893,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,992,2,999,0.04,US,sha256:6e64e3b21d0f177595c87d7a5ffe91674b2c381f77416eb0b5c12559d3b88d0b,YOU,0,992,3,999,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:731b66a619abcc942f8d6835d7f103a9515b4c74321b73b8c9101b4f29f81d35,YOU,,359,1,359,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:a0e9f509ae12cf0f85c7b196be270d1baa6b4eaf8fff2da087bba3de7ebae5e9,YOU,,1275,4,1283,0.05
